file,Header,Value,Notes
/NV/withdrawal_reports/BAKER HUGHES.xls$2008,Units_monthly,mgd,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2007,Units_monthly,mgd,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2006,Units_monthly,mgd,NA
"/NV/withdrawal_reports/BREAK-A-HEART, LLC.xlsx$2016",Units_monthly,mgd,NA
/NV/withdrawal_reports/ALCOA.xls$2015,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ALCOA.xls$2014,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ALCOA.xls$2013,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ALCOA.xls$2012,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ALCOA.xls$2011,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ALCOA.xls$2010,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ALCOA.xls$2009,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ALCOA.xls$2008,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ALCOA.xls$2007,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ALCOA.xls$2006,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ALCOA.xls$2005,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ALCOA.xls$2004,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ALCOA.xls$2003,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ALCOA.xls$2002,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2018,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2017,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2016,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2015,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2014,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2013,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2012,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2011,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2010,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2009,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2008,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2007,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2006,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2005,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2004,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2003,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2002,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2001,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2000,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$1999,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$1998,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$1997,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$1996,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ASIAN UNION ELECTRIC CHEMICAL CORP..xlsx$2016,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ATOMIC LIQUOR.xlsx$2015,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ATOMIC LIQUOR.xlsx$2014,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ATOMIC LIQUOR.xlsx$2013,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ATOMIC LIQUOR.xlsx$2012,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ATOMIC LIQUOR.xlsx$2011,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ATOMIC LIQUOR.xlsx$2010,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ATOMIC LIQUOR.xlsx$2006,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ATOMIC LIQUOR.xlsx$2005,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ATOMIC LIQUOR.xlsx$2004,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ATOMIC LIQUOR.xlsx$2003,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2016,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2015,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2014,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2013,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2012,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2011,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2010,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2009,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2008,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2007,Units_annual_reported,mgd,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2006,Units_annual_reported,mgd,NA
"/NV/withdrawal_reports/BREAK-A-HEART, LLC.xlsx$2016",Units_annual_reported,mgd,NA
/NV/withdrawal_reports/ALCOA.xls$2015,Method_monthly,Metered,NA
/NV/withdrawal_reports/ALCOA.xls$2014,Method_monthly,Metered,NA
/NV/withdrawal_reports/ALCOA.xls$2013,Method_monthly,Metered,NA
/NV/withdrawal_reports/ALCOA.xls$2012,Method_monthly,Metered,NA
/NV/withdrawal_reports/ALCOA.xls$2011,Method_monthly,Metered,NA
/NV/withdrawal_reports/ALCOA.xls$2010,Method_monthly,Metered,NA
/NV/withdrawal_reports/ALCOA.xls$2009,Method_monthly,Metered,NA
/NV/withdrawal_reports/ALCOA.xls$2008,Method_monthly,Metered,NA
/NV/withdrawal_reports/ALCOA.xls$2007,Method_monthly,Metered,NA
/NV/withdrawal_reports/ALCOA.xls$2006,Method_monthly,Metered,NA
/NV/withdrawal_reports/ALCOA.xls$2005,Method_monthly,Metered,NA
/NV/withdrawal_reports/ALCOA.xls$2004,Method_monthly,Metered,NA
/NV/withdrawal_reports/ALCOA.xls$2003,Method_monthly,Metered,NA
/NV/withdrawal_reports/ALCOA.xls$2002,Method_monthly,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2018,Method_monthly,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2017,Method_monthly,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2016,Method_monthly,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2015,Method_monthly,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2014,Method_monthly,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2013,Method_monthly,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2012,Method_monthly,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2011,Method_monthly,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2010,Method_monthly,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2009,Method_monthly,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2008,Method_monthly,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2007,Method_monthly,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2006,Method_monthly,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2005,Method_monthly,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2004,Method_monthly,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2003,Method_monthly,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2002,Method_monthly,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2001,Method_monthly,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2000,Method_monthly,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$1999,Method_monthly,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$1998,Method_monthly,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$1997,Method_monthly,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$1996,Method_monthly,Metered,NA
/NV/withdrawal_reports/ASIAN UNION ELECTRIC CHEMICAL CORP..xlsx$2016,Method_monthly,Metered,NA
/NV/withdrawal_reports/ATOMIC LIQUOR.xlsx$2015,Method_monthly,Metered,NA
/NV/withdrawal_reports/ATOMIC LIQUOR.xlsx$2014,Method_monthly,Metered,NA
/NV/withdrawal_reports/ATOMIC LIQUOR.xlsx$2013,Method_monthly,Metered,NA
/NV/withdrawal_reports/ATOMIC LIQUOR.xlsx$2012,Method_monthly,Metered,NA
/NV/withdrawal_reports/ATOMIC LIQUOR.xlsx$2011,Method_monthly,Metered,NA
/NV/withdrawal_reports/ATOMIC LIQUOR.xlsx$2010,Method_monthly,Metered,NA
/NV/withdrawal_reports/ATOMIC LIQUOR.xlsx$2006,Method_monthly,Metered,NA
/NV/withdrawal_reports/ATOMIC LIQUOR.xlsx$2005,Method_monthly,Metered,NA
/NV/withdrawal_reports/ATOMIC LIQUOR.xlsx$2004,Method_monthly,Metered,NA
/NV/withdrawal_reports/ATOMIC LIQUOR.xlsx$2003,Method_monthly,Metered,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2016,Method_monthly,Metered,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2015,Method_monthly,Metered,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2014,Method_monthly,Metered,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2013,Method_monthly,Metered,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2012,Method_monthly,Metered,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2011,Method_monthly,Metered,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2010,Method_monthly,Metered,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2009,Method_monthly,Metered,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2008,Method_monthly,Metered,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2007,Method_monthly,Metered,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2006,Method_monthly,Metered,NA
"/NV/withdrawal_reports/BREAK-A-HEART, LLC.xlsx$2016",Method_monthly,Metered,NA
/NV/withdrawal_reports/ALCOA.xls$2015,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ALCOA.xls$2014,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ALCOA.xls$2013,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ALCOA.xls$2012,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ALCOA.xls$2011,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ALCOA.xls$2010,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ALCOA.xls$2009,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ALCOA.xls$2008,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ALCOA.xls$2007,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ALCOA.xls$2006,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ALCOA.xls$2005,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ALCOA.xls$2004,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ALCOA.xls$2003,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ALCOA.xls$2002,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2018,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2017,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2016,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2015,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2014,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2013,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2012,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2011,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2010,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2009,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2008,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2007,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2006,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2005,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2004,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2003,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2002,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2001,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2000,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$1999,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$1998,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$1997,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$1996,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ASIAN UNION ELECTRIC CHEMICAL CORP..xlsx$2016,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ATOMIC LIQUOR.xlsx$2015,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ATOMIC LIQUOR.xlsx$2014,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ATOMIC LIQUOR.xlsx$2013,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ATOMIC LIQUOR.xlsx$2012,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ATOMIC LIQUOR.xlsx$2011,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ATOMIC LIQUOR.xlsx$2010,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ATOMIC LIQUOR.xlsx$2006,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ATOMIC LIQUOR.xlsx$2005,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ATOMIC LIQUOR.xlsx$2004,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ATOMIC LIQUOR.xlsx$2003,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2016,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2015,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2014,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2013,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2012,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2011,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2010,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2009,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2008,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2007,Method_annual_reported,Metered,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2006,Method_annual_reported,Metered,NA
"/NV/withdrawal_reports/BREAK-A-HEART, LLC.xlsx$2016",Method_annual_reported,Metered,NA
/NV/withdrawal_reports/ALCOA.xls$2015,FacilityName,"ALCOA, INC.",NA
/NV/withdrawal_reports/ALCOA.xls$2014,FacilityName,"ALCOA, INC.",NA
/NV/withdrawal_reports/ALCOA.xls$2013,FacilityName,"ALCOA, INC.",NA
/NV/withdrawal_reports/ALCOA.xls$2012,FacilityName,"ALCOA, INC.",NA
/NV/withdrawal_reports/ALCOA.xls$2011,FacilityName,"ALCOA, INC.",NA
/NV/withdrawal_reports/ALCOA.xls$2010,FacilityName,"ALCOA, INC.",NA
/NV/withdrawal_reports/ALCOA.xls$2009,FacilityName,"ALCOA, INC.",NA
/NV/withdrawal_reports/ALCOA.xls$2008,FacilityName,"ALCOA, INC.",NA
/NV/withdrawal_reports/ALCOA.xls$2007,FacilityName,"ALCOA, INC.",NA
/NV/withdrawal_reports/ALCOA.xls$2006,FacilityName,"ALCOA, INC.",NA
/NV/withdrawal_reports/ALCOA.xls$2005,FacilityName,"ALCOA, INC.",NA
/NV/withdrawal_reports/ALCOA.xls$2004,FacilityName,"ALCOA, INC.",NA
/NV/withdrawal_reports/ALCOA.xls$2003,FacilityName,"ALCOA, INC.",NA
/NV/withdrawal_reports/ALCOA.xls$2002,FacilityName,"ALCOA, INC.",NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2018,FacilityName,"ALLIED BUILDING MATERIALS, INC.",NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2017,FacilityName,"ALLIED BUILDING MATERIALS, INC.",NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2016,FacilityName,"ALLIED BUILDING MATERIALS, INC.",NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2015,FacilityName,"ALLIED BUILDING MATERIALS, INC.",NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2014,FacilityName,"ALLIED BUILDING MATERIALS, INC.",NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2013,FacilityName,"ALLIED BUILDING MATERIALS, INC.",NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2012,FacilityName,"ALLIED BUILDING MATERIALS, INC.",NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2011,FacilityName,"ALLIED BUILDING MATERIALS, INC.",NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2010,FacilityName,"ALLIED BUILDING MATERIALS, INC.",NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2009,FacilityName,"ALLIED BUILDING MATERIALS, INC.",NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2008,FacilityName,"ALLIED BUILDING MATERIALS, INC.",NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2007,FacilityName,"ALLIED BUILDING MATERIALS, INC.",NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2006,FacilityName,"ALLIED BUILDING MATERIALS, INC.",NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2005,FacilityName,"ALLIED BUILDING MATERIALS, INC.",NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2004,FacilityName,"ALLIED BUILDING MATERIALS, INC.",NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2003,FacilityName,"ALLIED BUILDING MATERIALS, INC.",NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2002,FacilityName,"ALLIED BUILDING MATERIALS, INC.",NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2001,FacilityName,"ALLIED BUILDING MATERIALS, INC.",NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$2000,FacilityName,"ALLIED BUILDING MATERIALS, INC.",NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$1999,FacilityName,"ALLIED BUILDING MATERIALS, INC.",NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$1998,FacilityName,"ALLIED BUILDING MATERIALS, INC.",NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$1997,FacilityName,"ALLIED BUILDING MATERIALS, INC.",NA
/NV/withdrawal_reports/ALLIED BUILDING MATERIALS.xls$1996,FacilityName,"ALLIED BUILDING MATERIALS, INC.",NA
/NV/withdrawal_reports/ASIAN UNION ELECTRIC CHEMICAL CORP..xlsx$2016,FacilityName,ASIAN UNION ELECTRONIC CHEMICAL CORP,NA
/NV/withdrawal_reports/ATOMIC LIQUOR.xlsx$2015,FacilityName,Atomic Liquor,NA
/NV/withdrawal_reports/ATOMIC LIQUOR.xlsx$2014,FacilityName,Atomic Liquor,NA
/NV/withdrawal_reports/ATOMIC LIQUOR.xlsx$2013,FacilityName,Atomic Liquor,NA
/NV/withdrawal_reports/ATOMIC LIQUOR.xlsx$2012,FacilityName,Atomic Liquor,NA
/NV/withdrawal_reports/ATOMIC LIQUOR.xlsx$2011,FacilityName,Atomic Liquor,NA
/NV/withdrawal_reports/ATOMIC LIQUOR.xlsx$2010,FacilityName,Atomic Liquor,NA
/NV/withdrawal_reports/ATOMIC LIQUOR.xlsx$2006,FacilityName,RAYROCK MINES. INC.,NA
/NV/withdrawal_reports/ATOMIC LIQUOR.xlsx$2005,FacilityName,RAYROCK MINES. INC.,NA
/NV/withdrawal_reports/ATOMIC LIQUOR.xlsx$2004,FacilityName,RAYROCK MINES. INC.,NA
/NV/withdrawal_reports/ATOMIC LIQUOR.xlsx$2003,FacilityName,RAYROCK MINES. INC.,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2016,FacilityName,BAKER HUGHES DRILLING FLUIDS,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2015,FacilityName,BAKER HUGHES DRILLING FLUIDS,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2014,FacilityName,BAKER HUGHES DRILLING FLUIDS,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2013,FacilityName,BAKER HUGHES DRILLING FLUIDS,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2012,FacilityName,BAKER HUGHES DRILLING FLUIDS,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2011,FacilityName,BAKER HUGHES DRILLING FLUIDS,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2010,FacilityName,BAKER HUGHES DRILLING FLUIDS,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2009,FacilityName,BAKER HUGHES DRILLING FLUIDS,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2008,FacilityName,BAKER HUGHES DRILLING FLUIDS,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2007,FacilityName,BAKER HUGHES DRILLING FLUIDS,NA
/NV/withdrawal_reports/BAKER HUGHES.xls$2006,FacilityName,BAKER HUGHES DRILLING FLUIDS,NA
"/NV/withdrawal_reports/BREAK-A-HEART, LLC.xlsx$2016",FacilityName,BREAK A HEART LLC,NA
"/NV/withdrawal_reports/BREAK-A-HEART, LLC.xlsx$2016",SourceName,,Cell is left blank in source 
/NV/withdrawal_reports/ATOMIC LIQUOR.xlsx$2015,BasinName1,,Cell is left blank in source 
"/NV/withdrawal_reports/BREAK-A-HEART, LLC.xlsx$2016",BasinName1,,Cell is left blank in source 
/MI/Michigan monthly water use by facility and source.xlsx$2019,Year,2019,Year comes from the excel sheet name
/MI/Michigan monthly water use by facility and source.xlsx$2020,Year,2020,Year comes from the excel sheet name
/MI/Michigan monthly water use by facility and source.xlsx$2021,Year,2021,Year comes from the excel sheet name
/MI/Michigan monthly water use by facility and source.xlsx$2022,Year,2022,Year comes from the excel sheet name
/DE/IndustrialWaterUse_USGS_Lovelace.xlsx$Water Use,Units_monthly,gallons,"From ""Monthly Water Use, gal."""
/DE/WaterUse_2004-2019_all_categories.xlsx$Sheet1,Units_monthly,gallons,Determined by comparison of overlapping entries with  /DE/IndustrialWaterUse_USGS_Lovelace.xlsx$Water Use
/DE/IndustrialWaterUse_modified.xlsx$Water Use,Units_monthly,gallons,"From ""Monthly Water Use, gal."""
/DE/read_me_072220.docx,ValueType,WD,
/FL/SFWMD_2020 WATER USAGE (PUMPAGE)_20210810.xlsx$Disclaimer,ValueType,WD,data are pumpage data
/FL/SFWMD_2020 WATER USAGE (PUMPAGE)_20210810.xlsx$Disclaimer,Method_monthly,NA,data are self reported
/FL/SFWMD_2020 WATER USAGE (PUMPAGE)_20210810.xlsx$Disclaimer,Method_annual_reported,NA,data are self reported
/HI/HI_IN_WU.xlsx$HI_IN_WU,ValueType,WD,
/HI/HI_IN_WU.xlsx$HI_IN_WU,Units_monthly,gallons,
/HI/HI_IN_WU.xlsx$HI_IN_WU,Method_monthly,gallons,
/IA/IA_IN_WU.xlsx$IowaBusinessWaterUseAnnual,Datum,,not specified
/IA/IA_IN_WU.xlsx$IowaBusinessWaterUseAnnual,Projection,UTM zone 15N,
/KS/K11963_CAC.xlsx$PART B - IND,Units_monthly,KGAL,"From column header ""KGAL"""
/KS/K11963_CAC.xlsx$PART B - MUN,Units_monthly,KGAL,"From column header ""KGAL"""
/KS/K11963_CAC.xlsx$PART A,Datum,NAD83,"From column headers ""PD_[Lat/Lon]_NAD83"""
/KS/K11963_CAC.xlsx$PART A,ValueType,WD,Assumed withdrawalsgiven that these are pumping rates
/KS/K11963_CAC.xlsx$PART E,Units_monthly,KGAL,"From column headers ""[Month]_KGAL"""
/KS/K11963_CAC.xlsx$PART A,Units_annual_reported,ACFT,"From column header ""ACFT_PUMP"""
