"SD","/SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_2010_2019","","","","","","FACILITY","","","PERMIT NO","","","","","","","","","","","","","","","","","","","","","","STATE","","","","","","","","","","","QNTY_YR","","","","","","","","","","","","","","","QNTY_YR_VA","QNTY_UNIT","",""
"SD","/SD/SD_IN_WU_2010_2019_LDM.xlsx$SD_INplus_WU_Site Address","","","","WATER USE","","FACILITY","","","","","","","","","","","","NAICS","SIC","DENR_REMARKS","","","","","","","","ADDRESS","CITY/STATE","County","STATE","ZIP CODE","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SC","/SC/Mail_Painter_INwu_SC.pdf","yes","text","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","text"
"SC","/SC/qry_DHEC_surfacewater_POR.xlsx$qry_DHEC_surfacewater_POR","","","~FILENAME~","Use_type","","facility","treaname","","user_id","","","streamname","","","sourceid","","","","","","","","","","","streamname","","","","","","","","","","","","lat","long","","","Year","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec","","","","","",""
"SC","/SC/qry_DHEC_surfacewater_POR.xlsx$Documentation","yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Source: SC Dept. of Health and Environmental Control","","","","",""
"SC","/SC/qry_DHEC_wateruse_GW_POR.xlsx$qry_DHEC_wateruse_GW_POR","","","~FILENAME~","use_type","","facility","","","UserID","","","ownersid","","","sourceid","scwrcsid","wssystem","","","","","","","aquifer","aquifersystem","","","","","","","","","","","","","lat","long","","","Year","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec","","","","","",""
"PA","/PA/PA_IN_PF_2005-2019.xlsx$IN_PF_2015-2019_Water_Use_by_Fa","","GALLONS_DISPOSED","","PRIMARY_FACILITY_TYPE","","PRIMARY_FACILITY","","","EFACTS_PRIMARY_FACILITY_ID","WUDS_FACILITY_ID","","","","","","","","","","PRIMARY_FACILITY_TYPE_DESIGNATION, WATER_DISPOSAL_TYPE_DESC","","","","","","","","","MUNICIPALITY_NAME","COUNTY_NAME","","","","","","","","","","","","REPORT_YEAR","","","","","","","","","","","","","","","GALLONS_DISPOSED","GALLONS_DISPOSED","",""
"PA","/PA/PA_IN_SF_2005_2019.xlsx$IN_2005_Water_Quantity_by_Sourc","","SUB_FACILITY_TYPE","SUB_FACILITY_TYPE","PRIMARY_FACILITY_TYPE","","PRIMARY_FACILITY","CLIENT","","EFACTS_PRIMARY_FACILITY_ID","WUDS_PRIMARY_FACILITY_ID","","SUB_FACILITY","SUB_FACILITY_DESIGNATION","","EFACTS_SUB_FACILITY_ID","WUDS_SUB_FACILITY_ID","","","","PRIMARY_FACILITY_TYPE_DESIGNATION","HUC_8","HUC_10","","","","WATERSHED","SUBBASIN","","MUNICIPALITY_NAME","COUNTY_NAME","","","","","","","","LATITUDE_DECIMAL","LONGITUDE_DECIMAL","HORIZONTAL_REFERENCE_DATUM_CODE","","REPORT_YEAR","MONTH_QUANTITY_JAN","MONTH_QUANTITY_FEB","MONTH_QUANTITY_MAR","MONTH_QUANTITY_APR","MONTH_QUANTITY_MAY","MONTH_QUANTITY_JUN","MONTH_QUANTITY_JUL","MONTH_QUANTITY_AUG","MONTH_QUANTITY_SEP","MONTH_QUANTITY_OCT","MONTH_QUANTITY_NOV","MONTH_QUANTITY_DEC","","MEASURE_METHOD_CODE_DESCRIPTION","ANNUAL_WATER_USE","","MEASURE_METHOD_CODE_DESCRIPTION",""
"NV","/NV/NV_IND_2000_2020_ldm.xlsx$IN_Withdawals2000_2020","","","","","","IN_Facilities","","","permit_app","","","","","","","","","","","comments","","","","","","","","","","","","","","","","","","","","","","QNTY_YR","QNTY_JAN","QNTY_FEB","QNTY_MAR","QNTY_APR","QNTY_MAY","QNTY_JUN","ANTY_JUL","QNTY_AUG","QNTY_SEP","QNTY_OCT","QNTY_NOV","QNTY_DEC","QNTY_UNITS","","QNTY_YR_VA","QNTY_UNITS","",""
"OR","/OR/IM & GC use query results to USGS 7-14-2020.xlsx$IM & GC Use query","","","source_type","use_code","","name_company","","","","","","pod_facility_name","source","","","","","","","","","","","","","","","street1","city","","state","zip","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OR","/OR/OR_IN_WU.xlsx$WU Reporting w_POD_IM Component","","","wr_type","Uses","","WaterUseReporter_company","","","","","","pod_facility_name","","","","~PIVOT~","","","","","","","","","","","","","","","","","","","","","","","","","","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","","~PIVOT~","","","",""
"OR","/OR/OR_IN_WU.xlsx$OR_IN_facility_list","","","wr_type","Uses","","WaterUseReporter_company","","","","","","pod_facility_name","","","","~PIVOT~","","","SIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OR","/OR/read_me_072320.docx","yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","text","","","text","",""
"OR","/OR/WUR Facilities with IM use component water years 2000-2019 incl pod lat long.xlsx$WUR POD_IM without pod lat_long","","","wr_type","Uses","","WaterUseReporter_company","","","","","","pod_facility_name","","","","~PIVOT~","","","","","","","","","","","","","","","","","","","","","","","","","","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","","~PIVOT~","","","",""
"OR","/OR/WUR Facilities with IM use component water years 2000-2019 incl pod lat long.xlsx$WUR IM w_Pod lat long","","","wr_type","Uses","","WaterUseReporter_company","","","","","","pod_facility_name","","","pod_location_id","~PIVOT~","","","","","","","","","","","","","","","","","","","","","","pod_Latitude","pod_Longitude","","","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","","~PIVOT~","","","",""
"NM","/NM/NM_IN_WU_CAC.xlsx$Commercial2015","","ValueType","~PIVOT~","WATERS use","","Name","","","","","","","","","","","","","","","","","","","","WATERS basin","WATERS sub_basin","","","County","","","","","","","","","","","","Year","","","","","","","","","","","","","","","~PIVOT~","Units_annual_reported","",""
"NM","/NM/NM_IN_WU_CAC.xlsx$Industrial USGS_frJulie_0918202","","ValueType","~PIVOT~","OSE Code","","Name of Company","","","Water Right Permit No.","","","","","","","","","","","","","","","","","","","","","County Name","","","","","","","","northing","easting","","","Year","","","","","","","","","","","","","","","~PIVOT~","~PIVOT~","",""
"MI","/MI/Michigan_industrial_INWU_2010_2022.csv","","ValueType","SourceType","Category","","FacilityName","FacilityName1","","FacilityNumber","","","SourceName","","","","","","NAICS","SIC","Description","HUC8","","","","","","","Address1","City1","County1","State1","Zip1","","","","","","Lat","Lon","","","Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Units_monthly","","Annual_reported","Units_annual_reported","",""
"MS","/MS/USGS Data Request_Industrial Use 2000-2019.xlsx$MS_IN_WU","","Pumpage Year","SYSTEM REMARKS, Remarks","USE","","System Name","","","HD System ID or Permit #","","","","","","","","","","","SYSTEM REMARKS","","","","","","","","","","Primary County","","","","","Secondary County","","","","","","","Pumpage Year","","","","","","","","","","","","","","","Report MGD","Report MGD","Remarks",""
"NM","/NM/Industrial_NM_forJohnL.xlsx$Commercial2010","","~FORM~County Number","~FORM~~PIVOT~","~FORM~County Number","","~FORM~Name Of Water User","","","~FORM~File Number","","","","","","","","","","","","","","","~FORM~Basin","","","","","","~FORM~County Name","","","","","","","","","","","","~FORM~County Number","","","","","","","","","","","","","","","~FORM~~PIVOT~","~FORM~County Number","",""
"NM","/NM/NM_IN_WU.xlsx$Industrial2010","","~FORM~County","~FORM~~PIVOT~","~FORM~OSE CODE","","~FORM~Name Of Water User","","","~FORM~File Number","","","","","","","","","","","","","","","~FORM~GW Basin","","","","","","","","","","","","","","","","","","~FORM~~PIVOT~","","","","","","","","","","","","","","","~FORM~~PIVOT~","~FORM~County","",""
"ME","/ME/ME_IN_WU_CAC.xlsx$final_snowmaking_CAC","","SourceType","SourceType","MGS_ID","","Name","","","MGS_ID","","","source","","","","","","","","notes","SourceHUC8","","SourceHUC12","","","","","","Town","County","","","","","","","","SourceLat","SourceLong","Datum","","~PIVOT~","","","","","","","","","","","","","","","~PIVOT~","Units","",""
"ME","/ME/ME_IN_WU_CAC.xlsx$wu_discharge","","~PIVOT~","","~PIVOT~","","","","","NPDES_ID","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Year","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","Units","","","","","DataProtected"
"ME","/ME/ME_IN_WU_CAC.xlsx$wu_monthly_recombined","","value_type","source_type","~PIVOT~","saline","","","","NPDES_ID","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Year","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","Units","","","","~PIVOT~","DataProtected"
"ME","/ME/site_specific_data_20240619/site_specific_data_20240619/master_coeffs.csv","","","","","","Name","","","NPDES_ID","","","source","","","","","","","","notes_summary","SourceHUC8","","SourceHUC12","","","","","","City","SourceCounty","","","","","County","","","SourceLat","SourceLong","SourceLong","","","","","","","","","","","","","","","","","","","",""
"MO","/MO/Industrial_2000-2019.xlsx$Sheet1","","SOURCE","SOURCE","INDUSTRY PERCENT","","FACILITY NAME","","","WATER USER ID","","","SOURCE","","","WITHDRAWAL ID","","","","","","","","","","","","","ADDRESS","CITY","","STATE","ZIPCODE","","","","","","LATTITUDE","LONGITUDE","","","YEAR","","","","","","","","","","","","","","","ANNUAL WATER USE","","MEASURMENT TYPE",""
"ND","/ND/Industrial Use 2010-2019.xlsx$IN_data","","Source","Source","Use Type","","Permit Holder Name","","","Permit Number","","","Source","","","POD","","","","","","","","","","","","","Address1, Address2","City","","State","Zip","","","","","","Latitude","Longitude","","","~PIVOT~","","","","","","","","","","","","","","","~PIVOT~","","",""
"LA","/LA/LA_IN_WU.xlsx$datapull_2000-2019","","Source Water Type","Source Water Type","Secondary Use","","Facility Name","","","FACID","MailID","","MP Name","","","MP ID","","","","SIC1, Secondary SIC Code, Third SIC Code","","","","","","","","","Location Address","Location City","","","","Mail Address","Mail City","","Mail State","Five Digit Zip","Latitude DD","Longitude DD","","","Year","January","February","March","April","May","June","July","August","September","October","November","December","Annual Amt. (MGD)","Method","Annual Amt. (MGD)","Annual Amt. (MGD)","Method",""
"KS","/KS/KS_mergevars_CAC.csv","","","","UMW","","Name_Merged","Name2","","PERSON_ID","FO","CORR_SEQ","","","","","","","","","","","","","","","","","Address_Selected","","","","","","","","","","","","","","WUA_YEAR","","","","","","","","","","","","","","","","","",""
"KS","/KS/K11963_CAC.xlsx$PART A","","ACFT_PUMP","WR_SOURCE","UMW","","","","","PERSON_ID","FO","CORR_SEQ","FILENUM","","","FILENUM","","","","","SIC","","","","","","","","","CITY","COUNTY","STATE_CODE","ZIP_CODE","","","","","","PD_LAT_NAD83","PD_LONG_NAD83","PD_LAT_NAD83","","WUA_YEAR","","","","","","","","","","","","","","WU_REPORT_CODE","ACFT_PUMP","ACFT_PUMP","WU_REPORT_CODE",""
"KS","/KS/K11963_CAC.xlsx$PART B - IND","","COLUMN_NUM","","UMW","","","","","PERSON_ID","FO","CORR_SEQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WUA_YEAR","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","","","","",""
"KS","/KS/K11963_CAC.xlsx$PART B - MUN","","COLUMN_NUM","","UMW","","","","","PERSON_ID","FO","CORR_SEQ","","","","","","","","","","","","","","","","","","","COUNTY","","","","","","","","","","","","WUA_YEAR","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","","","","",""
"KS","/KS/K11963_CAC.xlsx$PART E","","PURCH_OR_SOLD","PURCH_OR_SOLD","UMW","","","","","PERSON_ID","FO","CORR_SEQ","FNAME_TO_FROM","LNAME_TO_FROM","","PID_TO_FROM","","","","","","","","","","","","","","","","","","","","","","","","","","","WUA_YEAR","JAN_KGAL","FEB_KGAL","MAR_KGAL","APR_KGAL","MAY_KGAL","JUN_KGAL","JUL_KGAL","AUG_KGAL","SEP_KGAL","OCT_KGAL","NOV_KGAL","DEC_KGAL","JAN_KGAL","","","","",""
"IA","/IA/IA_IN_WU.xlsx$IowaBusinessWaterUseAnnual","","","Stream, Reservoir","plannedUseTypeDescription","","permitHolder","","","permitNumber","","","","","","","","","","","plannedUseTypeDescription","","","","Aquifers","","","","","","","","","","","","","","UTMY","UTMX","UTMX","UTMX","yearInteger","","","","","","","","","","","","","","","totalWaterUsage","unitTypeAbbreviation","",""
"HI","/HI/HI_IN_WU.xlsx$HI_IN_WU","","~PIVOT~","Well Number","","","well_owner_name","","","","","","Well Name","","","Well Number","","","","","","","","","","","","","","","","","","","","","","","","","","","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","","","",""
"HI","/HI/HI_IN_WU.xlsx$HI_IN_facility_list","","","well_number","well_use","","well_owner_name","land_owner_name","","","","","WELL_NAME","","","well_number","","","","","","","","","AQUI_CODE","","","","","","ISLAND","","","","","","","","latitude","longitude","","","","","","","","","","","","","","","","","","","","",""
"FL","/FL/SFWMD_2020 WATER USAGE (PUMPAGE)_20210810.xlsx$Disclaimer","1","~BLANK~","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","~BLANK~","","","~BLANK~",""
"FL","/FL/SiteSpecific_IndWaterUse_FL_2020_ldm.xlsx$FL_SiteSpecificWithdrawals_Mont","","","WTRTYPE","PRIMARY_WU","","SITE_NM","","","PERMIT_NO","","","","","","STN_ID","","","","","","","","","","","","","","","COUNTY_NM","STATE_NM","","","","","","","","","","","QNTY_YR","JAN_VA","FEB_VA","MAR_VA","APR_VA","MAY_VA","JUN_VA","JUL_VA","AUG_VA","SEP_VA","OCT_VA","NOV_VA","DEC_VA","QNTY_UNITS","","TOT_QNTY_VA","QNTY_UNITS","",""
"FL","/FL/SiteSpecific_IndWaterUse_FL_2020_ldm.xlsx$FL_SiteSpecificWithdrawals_Annu","","","~PIVOT~","PRIMARY_WU","","SITE_NM","","","PERMIT_NO","","","","","","","","","","","","","","","","","","","","","COUNTY_NM","STATE_NM","","","","","","","","","","","QNTY_YR","","","","","","","","","","","","","QNTY_UNITS","","~PIVOT~","QNTY_UNITS","",""
"DE","/DE/IndustrialWaterUse_modified.xlsx$Water Use","","","Water Source Type","TypeUse","","Permittee","","","Allocation Permit Number","DNREC Water Source Permit ID","LocalID","","","","","","","SIC/ NAICS Code","SIC/ NAICS Code","","","","","","","","","","","","","","","","","","","Latitude","Longitude","","","Current Year","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","","APMaxYearlyProduction","","",""
"DE","/DE/IndustrialWaterUse_modified.xlsx$Addresses","","","","","","Permittee","","","AllocationNumber","","","","","","","","","","","","","","","","","","","Address","~BLANK~","","~BLANK~","~BLANK~","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DE","/DE/IndustrialWaterUse_modified.xlsx$DE_IN_facility_list","","","Water Source Type","TypeUse","","Permittee","","","Allocation Permit Number","DNREC Water Source Permit ID","LocalID","","","","","","","NAICS","SIC","SIC/NAICS source","","","","","","","","","","","","","","","","","","Latitude","Longitude","","","","","","","","","","","","","","","","","","","","",""
"DE","/DE/IndustrialWaterUse_modified.xlsx$notes","yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DE","/DE/IndustrialWaterUse_USGS_Lovelace.xlsx$Water Use","","","Water Source Type","TypeUse","","Permittee","","","Allocation Permit Number","DNREC Water Source Permit ID","LocalID","","","","","","","SIC/ NAICS Code","SIC/ NAICS Code","","","","","","","","","","","","","","","","","","","Latitude","Longitude","","","Current Year","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","","APMaxYearlyProduction","","",""
"DE","/DE/IndustrialWaterUse_USGS_Lovelace.xlsx$Addresses","","","","","","Permittee","","","AllocationNumber","DNRECID","","","","","","","","","","","","","","","","","","Address","~BLANK~","","~BLANK~","~BLANK~","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DE","/DE/read_me_072220.docx","yes","text","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DE","/DE/WaterUse_2004-2019_all_categories.xlsx$Sheet1","","","","typeuse","","Permittee","","","WaterUseID","Allocation Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","Latitude","Longitude","","","currentYear","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","measurementby","APMaxYearlyProduction","","measurementby",""
"CO","/CO/CFIandMolsonCoors_Copy.xlsx$CFI_MC_reformat","","","Source","","","FacilityName","FacilityName1","FacilityName2","","","","Source Name","Source Name 1","","SourceNumber","","","","","Description","","","","","","","","","","","","","","","","","","","","","","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","~PIVOT~","Units","","","","",""
"NV","/NV/NV_IND.xlsx$NV_IND","","","~FORM~Src","~FORM~Type of Use","","~FORM~Owner of Record","","","~FORM~App","~FORM~Cert","","","","","","","","","","","","","","","","~FORM~Basin","","","","~FORM~County","","","","","","","","~FORM~Latitude","~FORM~Longitude","","","","","","","","","","","","","","","","","","","","",""
"NV","/NV/NV_IND.xlsx$IN_fac_rept","","","","","","IN_Facilities","comments","","permit_app","","","","","","","","","NAICS","SIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NV","/NV/read_me.docx","Yes","text","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","text"
"CO","/CO/CO_Manufacture_Demands_Water.xlsx$Western Sugar (Fort Morgan)","","","","","","~FORM~Subject: *western sugar*","","","","","","","","","~FORM~~PIVOT~","","","","","","","","","","","","","","","","","","","","","","","","","","","~FORM~~PIVOT~","~FORM~~PIVOT~","~FORM~~PIVOT~","~FORM~~PIVOT~","~FORM~~PIVOT~","~FORM~~PIVOT~","~FORM~~PIVOT~","~FORM~~PIVOT~","~FORM~~PIVOT~","~FORM~~PIVOT~","~FORM~~PIVOT~","~FORM~~PIVOT~","~FORM~~PIVOT~","~FORM~~PIVOT~","","","","",""
"CO","/CO/CO_Manufacture_Demands_Water.xlsx$Facility metadata","","","~FORM~withdrawals by water sources (surface or ground)","","","~FORM~facility name","","","","","","","","","","","","","~FORM~SIC and/or NAICS code(s)","","","","","","","","","~FORM~facility address","~FORM~facility address","","~FORM~facility address","~FORM~facility address","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CO","/CO/read_me.docx","Yes","text","","text","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","text","","","text","text"
"MA","/MA/3.2 Water Withrawal by Sources_2018.xlsx$Sheet2","","~FORM~Facility Withdrawal Report","","~FORM~Water Use","","~FORM~Facility Name","","","~FORM~Permit Number","~FORM~Registration Number","~FORM~Reg Perm ID","~FORM~~BLANK~","","","~FORM~Period","","","","","","","","","","","~FORM~Basin","","","~FORM~Town","","","","","","","","","","","","","~FORM~Reporting Year","~FORM~January","~FORM~February","~FORM~March","~FORM~April","~FORM~May","~FORM~June","~FORM~July","~FORM~August","~FORM~September","~FORM~October","~FORM~November","~FORM~December","","~FORM~MeteredorEstimated","","","",""
"MA","/MA/3.2 Water Withrawal by Sources_2018.xlsx$Sheet3","","~FORM~Facility Withdrawal Report","","~FORM~Water Use","","~FORM~Facility Name","","","~FORM~Permit Number","~FORM~Registration Number","~FORM~Reg Perm ID","~FORM~~BLANK~","","","~FORM~Period","","","","","","","","","","","~FORM~Basin","","","~FORM~Town","","","","","","","","","","","","","~FORM~Reporting Year","~FORM~January","~FORM~February","~FORM~March","~FORM~April","~FORM~May","~FORM~June","~FORM~July","~FORM~August","~FORM~September","~FORM~October","~FORM~November","~FORM~December","","~FORM~MeteredorEstimated","","","",""
"MA","/MA/3.2 Water Withrawal by Sources_2018.xlsx$Sheet4","","~FORM~Facility Withdrawal Report","","~FORM~Water Use","","~FORM~Facility Name","","","~FORM~Permit Number","~FORM~Registration Number","~FORM~Reg Perm ID","~FORM~~BLANK~","","","~FORM~Period","","","","","","","","","","","~FORM~Basin","","","~FORM~Town","","","","","","","","","","","","","~FORM~Reporting Year","~FORM~January","~FORM~February","~FORM~March","~FORM~April","~FORM~May","~FORM~June","~FORM~July","~FORM~August","~FORM~September","~FORM~October","~FORM~November","~FORM~December","","~FORM~MeteredorEstimated","","","",""
"MA","/MA/3.2 Water Withrawal by Sources_2018.xlsx$Sheet7","","~FORM~Facility Withdrawal Report","","~FORM~Water Use","","~FORM~Facility Name","","","~FORM~Permit Number","~FORM~Registration Number","~FORM~Reg Perm ID","~FORM~~BLANK~","","","~FORM~Period","","","","","","","","","","","~FORM~Basin","","","~FORM~Town","","","","","","","","","","","","","~FORM~Reporting Year","~FORM~January","~FORM~February","~FORM~March","~FORM~April","~FORM~May","~FORM~June","~FORM~July","~FORM~August","~FORM~September","~FORM~October","~FORM~November","~FORM~December","","~FORM~MeteredorEstimated","","","",""
"MA","/MA/3.2 Water Withrawal by Sources_2018.xlsx$Sheet8","","~FORM~Facility Withdrawal Report","","~FORM~Water Use","","~FORM~Facility Name","","","~FORM~Permit Number","~FORM~Registration Number","~FORM~Reg Perm ID","~FORM~~BLANK~","","","~FORM~Period","","","","","","","","","","","~FORM~Basin","","","~FORM~Town","","","","","","","","","","","","","~FORM~Reporting Year","~FORM~January","~FORM~February","~FORM~March","~FORM~April","~FORM~May","~FORM~June","~FORM~July","~FORM~August","~FORM~September","~FORM~October","~FORM~November","~FORM~December","","~FORM~MeteredorEstimated","","","",""
"MA","/MA/3.2 Water Withrawal by Sources_2018.xlsx$Sheet15","","~FORM~Facility Withdrawal Report","","~FORM~Water Use","","~FORM~Facility Name","","","~FORM~Permit Number","~FORM~Registration Number","~FORM~Reg Perm ID","~FORM~~BLANK~","","","~FORM~Period","","","","","","","","","","","~FORM~Basin","","","~FORM~Town","","","","","","","","","","","","","~FORM~Reporting Year","~FORM~January","~FORM~February","~FORM~March","~FORM~April","~FORM~May","~FORM~June","~FORM~July","~FORM~August","~FORM~September","~FORM~October","~FORM~November","~FORM~December","","~FORM~MeteredorEstimated","","","",""
"MA","/MA/3.2 Water Withrawal by Sources_2018.xlsx$Sheet22","","~FORM~Facility Withdrawal Report","","~FORM~Water Use","","~FORM~Facility Name","","","~FORM~Permit Number","~FORM~Registration Number","~FORM~Reg Perm ID","~FORM~~BLANK~","","","~FORM~Period","","","","","","","","","","","~FORM~Basin","","","~FORM~Town","","","","","","","","","","","","","~FORM~Reporting Year","~FORM~January","~FORM~February","~FORM~March","~FORM~April","~FORM~May","~FORM~June","~FORM~July","~FORM~August","~FORM~September","~FORM~October","~FORM~November","~FORM~December","","~FORM~MeteredorEstimated","","","",""
"MA","/MA/3.2 Water Withrawal by Sources_2018.xlsx$Sheet23","","~FORM~Facility Withdrawal Report","","~FORM~Water Use","","~FORM~Facility Name","","","~FORM~Permit Number","~FORM~Registration Number","~FORM~Reg Perm ID","~FORM~~BLANK~","","","~FORM~Period","","","","","","","","","","","~FORM~Basin","","","~FORM~Town","","","","","","","","","","","","","~FORM~Reporting Year","~FORM~January","~FORM~February","~FORM~March","~FORM~April","~FORM~May","~FORM~June","~FORM~July","~FORM~August","~FORM~September","~FORM~October","~FORM~November","~FORM~December","","~FORM~MeteredorEstimated","","","",""
"MA","/MA/3.2 Water Withrawal by Sources_2018.xlsx$Sheet24","","~FORM~Facility Withdrawal Report","","~FORM~Water Use","","~FORM~Facility Name","","","~FORM~Permit Number","~FORM~Registration Number","~FORM~Reg Perm ID","~FORM~~BLANK~","","","~FORM~Period","","","","","","","","","","","~FORM~Basin","","","~FORM~Town","","","","","","","","","","","","","~FORM~Reporting Year","~FORM~January","~FORM~February","~FORM~March","~FORM~April","~FORM~May","~FORM~June","~FORM~July","~FORM~August","~FORM~September","~FORM~October","~FORM~November","~FORM~December","","~FORM~MeteredorEstimated","","","",""
"MA","/MA/3.2 Water Withrawal by Sources_2018.xlsx$Sheet30","","~FORM~Facility Withdrawal Report","","~FORM~Water Use","","~FORM~Facility Name","","","~FORM~Permit Number","~FORM~Registration Number","~FORM~Reg Perm ID","~FORM~~BLANK~","","","~FORM~Period","","","","","","","","","","","~FORM~Basin","","","~FORM~Town","","","","","","","","","","","","","~FORM~Reporting Year","~FORM~January","~FORM~February","~FORM~March","~FORM~April","~FORM~May","~FORM~June","~FORM~July","~FORM~August","~FORM~September","~FORM~October","~FORM~November","~FORM~December","","~FORM~MeteredorEstimated","","","",""
"MA","/MA/3.2 Water Withrawal by Sources_2018.xlsx$Sheet33","","~FORM~Facility Withdrawal Report","","~FORM~Water Use","","~FORM~Facility Name","","","~FORM~Permit Number","~FORM~Registration Number","~FORM~Reg Perm ID","~FORM~~BLANK~","","","~FORM~Period","","","","","","","","","","","~FORM~Basin","","","~FORM~Town","","","","","","","","","","","","","~FORM~Reporting Year","~FORM~January","~FORM~February","~FORM~March","~FORM~April","~FORM~May","~FORM~June","~FORM~July","~FORM~August","~FORM~September","~FORM~October","~FORM~November","~FORM~December","","~FORM~MeteredorEstimated","","","",""
"MA","/MA/3.2 Water Withrawal by Sources_2018.xlsx$Sheet37","","~FORM~Facility Withdrawal Report","","~FORM~Water Use","","~FORM~Facility Name","","","~FORM~Permit Number","~FORM~Registration Number","~FORM~Reg Perm ID","~FORM~~BLANK~","","","~FORM~Period","","","","","","","","","","","~FORM~Basin","","","~FORM~Town","","","","","","","","","","","","","~FORM~Reporting Year","~FORM~January","~FORM~February","~FORM~March","~FORM~April","~FORM~May","~FORM~June","~FORM~July","~FORM~August","~FORM~September","~FORM~October","~FORM~November","~FORM~December","","~FORM~MeteredorEstimated","","","",""
