"State","ValueType","SourceType","Category","Saline","FacilityName","FacilityName1","FacilityName2","FacilityNumber","FacilityNumber1","FacilityNumber2","SourceName","SourceName1","SourceNumber","SourceNumber1","NAICS","SIC","Description","HUC8","HUC10","HUC12","AquiferName1","AquiferName2","BasinName1","BasinName2","Address1","City1","County1","State1","Zip1","Address2","City2","State2","Zip2","Lat","Lon","Datum","Projection","Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Units_monthly","Method_monthly","Annual_reported","Units_annual_reported","Method_annual_reported","DataProtected","FIPS5code","SITESELECTION_FACILITYID","SITESELECTION_NPDES_ID","SITESELECTION_NAME","SITESELECTION_ADDRESS","SITESELECTION_ADDRESS_Fix","SITESELECTION_ADRSFLAG","SITESELECTION_CITY","SITESELECTION_STATE","SITESELECTION_COUNTY","SITESELECTION_ZIP","SITESELECTION_FLAGZIP","SITESELECTION_PHONE","SITESELECTION_LATITUDE","SITESELECTION_LONGITUDE","SITESELECTION_NAICS","SITESELECTION_NAICSDESCR","SITESELECTION_SIC","SITESELECTION_SICDESCR","SITESELECTION_FIPS","SITESELECTION_EMP","SITESELECTION_TotPerson","SITESELECTION_Area","SITESELECTION_AnnSaleVol","SITESELECTION_JobsReported","SITESELECTION_ZIP_PHONE","SITESELECTION_CITY_ADDRESS","SITESELECTION_LL_Src","SITESELECTION_DATASET_MATCHES_ALL2","SITESELECTION_NEW_REC","DataSource"
"OR","NA","GW",NA,"NA","PORTLAND STATE UNIVERSITY","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,"NA","8299","NA","NA","NA","NA",NA,NA,"NA",NA,"617 Sw Montgomery St","Portland","NA",NA,NA,"NA",NA,NA,NA,"45.514009999999999","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"OR","NA","GW",NA,"NA","RIVER BEND SAND AND GRAVEL COMPANY","NA","RIVER BEND SAND AND GRAVEL COMPANY","NA","NA",NA,"NA",NA,"NA",NA,"NA","","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","NA","OR",NA,"NA","Salem",NA,NA,"44.862940000000002","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,"P_1787","NA","RIVER BEND SAND & GRAVEL CO.","4105 LANCASTER DRIVE SE","4105 LANCASTER DR SE","UPDATED","SALEM","OR","MARION","97317","GOOD","(503) 363-9281","44.9006735","-122.9713641","327991","CUT STONE AND STONE PRODUCT MANUFACTURING","3281","NA","41047","50","NA","NA","NA","14","97317 _ (503) 363-9281","SALEM_4105 LANCASTER DR SE","PinPt","Pin, Bus, FRS, PPP","N","Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v6.csv"
"OR","NA","GW",NA,"NA","ROCKY HILL VITICULTURE LIMITED LIABILITY COMPANY","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,"NA","","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","NA",NA,NA,"NA",NA,NA,NA,"45.127839999999999","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"OR","NA","SW",NA,"NA","ROSS ISLAND SAND AND GRAVEL COMPANY","NA","ROSS ISLAND SAND AND GRAVEL COMPANY","NA","NA",NA,"NA",NA,"NA",NA,"32732","3273","NA","NA","NA","NA",NA,NA,"NA",NA,"1208 N River St","Portland","NA","OR",NA,"NA","Portland",NA,NA,"45.538559999999997","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,"E_110070318980","NA","ROSS ISLAND SAND & GRAVEL CO","1208 N RIVER ST","1208 N RIVER ST","OK","PORTLAND","OR","NA","97227","GOOD","NA","NA","NA","327320","READY-MIX CONCRETE MANUFACTURING.","NA","NA","NA","NA","NA","NA","NA","NA","NA","PORTLAND_1208 N RIVER ST","NA","FRS","Y","Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v6.csv"
"OR","NA","GW",NA,"NA","SENECA SAWMILL COMPANY","NA","SENECA SAWMILL COMPANY","NA","NA",NA,"NA",NA,"NA",NA,"321113","2421","NA","NA","NA","NA",NA,NA,"NA",NA,"90201 Highway 99 N","Eugene","NA","OR",NA,"NA","Eugene",NA,NA,"44.116059999999997","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,"P_1449","OR0022985","SENECA SAWMILL CO.","90201 HIGHWAY 99 NORTH","90201 HIGHWAY 99 N","UPDATED","EUGENE","OR","LANE","97402","GOOD","(541) 689-1011","44.1067245","-123.1749625","321113","SAWMILLS","2421","NA","41039","350","NA","NA","NA","434","97402 _ (541) 689-1011","EUGENE_90201 HIGHWAY 99 N","PinPt","Pin, Bus, FRS and/or NPDES, PPP","N","Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v6.csv"
"OR","NA","GW",NA,"NA","SMITH FROZEN FOODS","NA","SMITH FROZEN FOODS INCORPORATED","NA","NA",NA,"NA",NA,"NA",NA,"31141","2037","NA","NA","NA","NA",NA,NA,"NA",NA,"101 Depot St","Weston","NA","OR",NA,"NA","Weston",NA,NA,"45.821040000000004","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,"P_25018","ORR121144","SMITH FROZEN FOODS, INC.","101 DEPOT STREET","101 DEPOT ST","UPDATED","WESTON","OR","UMATILLA","97886","GOOD","(541) 566-3515","45.8193551","-118.426811","311411","FROZEN FRUIT, JUICE, AND VEGETABLE MANUFACTURING","2037","NA","41059","300","NA","NA","NA","350","97886 _ (541) 566-3515","WESTON_101 DEPOT ST","PinPt","Pin, Bus, FRS and/or NPDES, PPP","N","Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v6.csv"
"OR","NA","GW",NA,"NA","SMITH SEED SERVICES","NA","SMITH SEED SERVICES","NA","NA",NA,"NA",NA,"NA",NA,"NA","723","NA","NA","NA","NA",NA,NA,"NA",NA,"26890 Powerline Road","Halsey","NA","OR",NA,"NA","Halsey",NA,NA,"44.374780000000001","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,"E_110014213350","NA","SMITH SEED SERVICES","26890 POWERLINE RD","26890 POWERLINE ROAD","UPDATED","HALSEY","OR","LINN","97348","GOOD","NA","NA","NA","311119","OTHER ANIMAL FOOD MANUFACTURING.","NA","NA","NA","NA","NA","NA","NA","NA","NA","HALSEY_26890 POWERLINE ROAD","NA","FRS","Y","Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v6.csv"
"OR","NA","GW",NA,"NA","SURPRISE VALLEY ELECTRIFICATION CORPORATION","NA","SURPRISE VALLEY ELECTRIFICATION CORPORATION","NA","NA",NA,"NA",NA,"NA",NA,"321113","2421","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","Paisley","NA","OR",NA,"NA","Paisley",NA,NA,"42.696530000000003","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,"E_110058034201","NA","SURPRISE VALLEY ELECTRIFICATION CORP.","RIVER ROAD","RIVER ROAD","CHECK","PAISLEY","OR","LAKE","97636","GOOD","NA","NA","NA","321113","SAWMILLS.","NA","NA","NA","NA","NA","NA","NA","NA","NA","PAISLEY_RIVER ROAD","NA","FRS","Y","Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v6.csv"
"OR","NA","GW",NA,"NA","TEEVIN INVESTMENT COMPANY TEEVIN TERMIL LIMITED LIABILITY COMPANY","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,"NA","","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","NA",NA,NA,"NA",NA,NA,NA,"46.09554","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"OR","NA","GW",NA,"NA","TIGARD SAND AND GRAVEL LIMITED LIABILITY COMPANY","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,"NA","","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","NA",NA,NA,"NA",NA,NA,NA,"45.360550000000003","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"OR","NA","GW",NA,"NA","TOYO TANSO USA INCORPORATED","NA","TOYO TANSO USA INCORPORATED","NA","NA",NA,"NA",NA,"NA",NA,"335991","3599, 3295","NA","NA","NA","NA",NA,NA,"NA",NA,"2575 Nw Graham Circle","Troutdale","NA","OR",NA,"NA","Troutdale",NA,NA,"45.553080000000001","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,"P_22467","OR0034916","TOYO TANSO USA, INC.","2575 NW GRAHAM CIRCLE","2575 NW GRAHAM CIRCLE","OK","TROUTDALE","OR","MULTNOMAH","97060","GOOD","(503) 661-7700","45.5530392","-122.4108831","335991","CARBON AND GRAPHITE PRODUCT MANUFACTURING","3599","NA","41051","150","NA","NA","NA","NA","97060 _ (503) 661-7700","TROUTDALE_2575 NW GRAHAM CIRCLE","PinPt","Pin, Bus, FRS and/or NPDES","N","Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v6.csv"
"OR","NA","GW",NA,"NA","VIESKO QUALITY CONCRETE","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,"NA","","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","NA",NA,NA,"NA",NA,NA,NA,"45.004570000000001","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
"OR","NA","GW",NA,"NA","VITESSE LIMITED LIABILITY COMPANY C O FACEBOOK INCORPORATED","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,"NA","","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA","NA",NA,NA,"NA",NA,NA,NA,"44.291359999999997","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,"NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
