"State","ValueType","SourceType","Category","Saline","FacilityName","FacilityName1","FacilityName2","FacilityNumber","FacilityNumber1","FacilityNumber2","SourceName","SourceName1","SourceNumber","SourceNumber1","SourceNumber2","NAICS","SIC","Description","HUC8","HUC10","HUC12","AquiferName1","AquiferName2","BasinName1","BasinName2","Address1","City1","County1","State1","Zip1","Address2","City2","County2","State2","Zip2","Lat","Lon","Datum","Projection","Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Units_monthly","Method_monthly","Annual_reported","Units_annual_reported","Method_annual_reported","DataProtected","FIPS5code","SITESELECTION_FACILITYID","SITESELECTION_NPDES_ID","SITESELECTION_NAME","SITESELECTION_ADDRESS","SITESELECTION_ADDRESS_Fix","SITESELECTION_ADRSFLAG","SITESELECTION_CITY","SITESELECTION_STATE","SITESELECTION_COUNTY","SITESELECTION_ZIP","SITESELECTION_FLAGZIP","SITESELECTION_PHONE","SITESELECTION_LATITUDE","SITESELECTION_LONGITUDE","SITESELECTION_NAICS","SITESELECTION_NAICSDESCR","SITESELECTION_SIC","SITESELECTION_SICDESCR","SITESELECTION_EMP","SITESELECTION_TotPerson","SITESELECTION_Area","SITESELECTION_AnnSaleVol","SITESELECTION_JobsReported","SITESELECTION_ZIP_PHONE","SITESELECTION_CITY_ADDRESS","SITESELECTION_LL_Src","SITESELECTION_DATASET_MATCHES_ALL2","SITESELECTION_NEW_REC","SITESELECTION_STATE_NAME","SITESELECTION_StateFIPS","SITESELECTION_CNTY_FIPS","SITESELECTION_ST_CNTY_FIPS","SITESELECTION_X","SITESELECTION_CDC_Region","SITESELECTION_huc2","DataSource"
"MN","WD",NA,"IN",NA,"BARTON SAND AND GRAVEL COMPANY","ELK RIVER PIT 718",NA,NA,"1991-3086",NA,NA,NA,NA,NA,NA,"21232","1440","Sand and Gravel Washing",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sherburne",NA,NA,NA,NA,NA,NA,NA,"45.328944","-93.584216999999995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/MN/MN_IN_WU.xlsx$MN IN SIC Task, /MN/read_me.docx"
"MN","WD",NA,"IN",NA,"BARTON SAND AND GRAVEL COMPANY","EMPIRE PIT 781",NA,NA,"1997-6143",NA,NA,NA,NA,NA,NA,"21232","1440","Sand and Gravel Washing",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dakota",NA,NA,NA,NA,NA,NA,NA,"44.71311","-93.148129999999995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/MN/MN_IN_WU.xlsx$MN IN SIC Task, /MN/read_me.docx"
"MN","WD",NA,"IN",NA,"BARTON SAND AND GRAVEL COMPANY","MAPLE GROVE PIT 709",NA,NA,"1974-5010",NA,NA,NA,NA,NA,NA,"21232","1440","Sand and Gravel Washing",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hennepin",NA,NA,NA,NA,NA,NA,NA,"45.101892999999997","-93.419151999999997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/MN/MN_IN_WU.xlsx$MN IN SIC Task, /MN/read_me.docx"
"MN","WD",NA,"IN",NA,"BARTON SAND AND GRAVEL COMPANY","MONTICELLO PIT 756",NA,NA,"1978-3057",NA,NA,NA,NA,NA,NA,"21232","1440","Sand and Gravel Washing",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wright",NA,NA,NA,NA,NA,NA,NA,"45.364159999999998","-93.898660000000007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/MN/MN_IN_WU.xlsx$MN IN SIC Task, /MN/read_me.docx"
"MN","WD",NA,"IN",NA,"BARTON SAND AND GRAVEL COMPANY","SCANDIA PIT 741",NA,NA,"1986-6193",NA,NA,NA,NA,NA,NA,"21232","1440","Sand and Gravel Washing",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,"45.275446000000002","-92.877086000000006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/MN/MN_IN_WU.xlsx$MN IN SIC Task, /MN/read_me.docx"
"MN","WD",NA,"IN",NA,"BARTON SAND AND GRAVEL COMPANY","WEST LAKELAND PIT 766",NA,NA,"1972-0365",NA,NA,NA,NA,NA,NA,"21232","1440","Sand and Gravel Washing",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,"44.954765999999999","-92.810224000000005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/MN/MN_IN_WU.xlsx$MN IN SIC Task, /MN/read_me.docx"
"MN","WD",NA,"IN",NA,"BISHOP EXCAVATING INCORPORATED",NA,NA,NA,"2005-4144",NA,NA,NA,NA,NA,NA,"21232","1440","Sand and Gravel Washing",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mower",NA,NA,NA,NA,NA,NA,NA,"43.844185000000003","-93.003297000000003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/MN/MN_IN_WU.xlsx$MN IN SIC Task, /MN/read_me.docx"
"MN","WD",NA,"IN",NA,"BITUMINOUS ROADWAYS INCORPORATED","BITUMINOUS ROADWAYS INCORPORATED","BITUMINOUS ROADWAYS INCORPORATED",NA,"2013-1534",NA,NA,NA,NA,NA,NA,"21232","1440","Sand and Gravel Washing",NA,NA,NA,NA,NA,NA,NA,"9050 Jefferson Trail W","Inver Grove Heights","Dakota","MN",NA,"9050 Jefferson Trail W","Inver Grove Heights","DAKOTA","MN",NA,"44.784069000000002","-93.068815000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P_36839","MNG490006","BITUMINOUS ROADWAYS, INC.","9050 JEFFERSON TRAIL WEST","9050 JEFFERSON TRAIL W","UPDATED","INVER GROVE HEIGHTS","MN","DAKOTA","55077","GOOD","(651) 686-7001","44.8186563","-93.1037984","324121","ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING","2951","NA","80","NA","NA","NA","NA","55077 _ (651) 686-7001","INVER GROVE HEIGHTS_9050 JEFFERSON TRAIL W","PinPt","Pin, Bus, FRS, NPDES","N","Minnesota","27","37","27037","NA","West_North_Central","07","/MN/MN_IN_WU.xlsx$MN IN SIC Task, /MN/read_me.docx, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"MN","WD",NA,"IN",NA,"BJORKLUND CRAIG","MILLER","NELSON CHARLOTTE",NA,"2009-0069",NA,NA,NA,NA,NA,NA,"21232","1440","Sand and Gravel Washing",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kanabec",NA,NA,NA,NA,NA,NA,NA,"45.837544999999999","-93.354526000000007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/MN/MN_IN_WU.xlsx$MN IN SIC Task, /MN/read_me.docx"
"MN","WD",NA,"IN",NA,"BLANDIN PAPER COMPANY","BLANDIN PAPER COMPANY","BLANDIN PAPER COMPANY",NA,"1975-2147",NA,NA,NA,NA,NA,NA,"32212","2620","Wood Products Processing",NA,NA,NA,NA,NA,NA,NA,"115 1st St","Grand Rapids","Itasca","MN",NA,"115 1st St","Grand Rapids","ITASCA","MN",NA,"47.232373000000003","-93.532649000000006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E_110017397752","NA","BLANDIN PAPER CO","115 1ST ST","115 1ST ST","OK","GRAND RAPIDS","MN","ITASCA","55744-3662","DIFF","(218) 327-6269","47.2338","-93.5366","322121","PAPER (EXCEPT NEWSPRINT) MILLS.","NA","NA","NA","NA","NA","NA","NA","55744 _ (218) 327-6269","GRAND RAPIDS_115 1ST ST","FRS","FRS","N","Minnesota","27","61","27061","NA","West_North_Central","07","/MN/MN_IN_WU.xlsx$MN IN SIC Task, /MN/read_me.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"MN","WD",NA,"IN",NA,"BLANDIN PAPER COMPANY","BLANDIN PAPER COMPANY","BLANDIN PAPER COMPANY",NA,"1975-2147",NA,NA,NA,NA,NA,NA,"32212","2620","Wood Products Processing",NA,NA,NA,NA,NA,NA,NA,"115 Southwest 1st St","Grand Rapids","Itasca","MN",NA,"115 Southwest 1st St","Grand Rapids","ITASCA","MN",NA,"47.232373000000003","-93.532649000000006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E_110068903173","NA","BLANDIN PAPER COMPANY","115 SOUTHWEST 1ST STREET","115 SOUTHWEST 1ST ST","UPDATED","GRAND RAPIDS","MN","ITASCA","55744","GOOD","NA","47.231113387651","-93.530654070748","322121","PAPER (EXCEPT NEWSPRINT) MILLS.","NA","NA","NA","NA","NA","NA","NA","NA","GRAND RAPIDS_115 SOUTHWEST 1ST ST","census.csv","FRS","Y","Minnesota","27","61","27061","NA","West_North_Central","07","/MN/MN_IN_WU.xlsx$MN IN SIC Task, /MN/read_me.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"MN","WD",NA,"IN",NA,"BONANZA GRAIN INCORPORATED",NA,NA,NA,"1991-5030",NA,NA,NA,NA,NA,NA,"21232","1440","Sand and Gravel Washing",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Houston",NA,NA,NA,NA,NA,NA,NA,"43.63476","-91.444649999999996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/MN/MN_IN_WU.xlsx$MN IN SIC Task, /MN/read_me.docx"
"MN","WD",NA,"IN",NA,"BONANZA GRAIN INCORPORATED",NA,NA,NA,"1993-5014",NA,NA,NA,NA,NA,NA,"21232","1440","Sand and Gravel Washing",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Houston",NA,NA,NA,NA,NA,NA,NA,"43.629112999999997","-91.449839999999995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/MN/MN_IN_WU.xlsx$MN IN SIC Task, /MN/read_me.docx"
"MN","WD",NA,"IN",NA,"BONGARDS CREAMERIES","BONGARDS CREAMERIES","BONGARDS CREAMERIES",NA,"1960-0708",NA,NA,NA,NA,NA,NA,"3115","2020","Agricultural/Food Processing",NA,NA,NA,NA,NA,NA,NA,"13200 County Road 51","Norwood","Carver","MN",NA,"13200 County Road 51","Norwood","CARVER","MN",NA,"44.763663000000001","-93.849622999999994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P_36974","NA","BONGARDS' CREAMERIES","13200 COUNTY ROAD 51","13200 COUNTY ROAD 51","OK","NORWOOD","MN","CARVER","55368","GOOD","(952) 466-5521","44.7645732","-93.8493103","311513","CHEESE MANUFACTURING","2022","NA","305","NA","NA","NA","NA","55368 _ (952) 466-5521","NORWOOD_13200 COUNTY ROAD 51","PinPt","Pin, Bus","N","Minnesota","27","19","27019","NA","West_North_Central","07","/MN/MN_IN_WU.xlsx$MN IN SIC Task, /MN/read_me.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"MN","WD",NA,"IN",NA,"BONGARDS CREAMERIES","BONGARDS CREAMERIES","BONGARDS CREAMERIES",NA,"1960-0708",NA,NA,NA,NA,NA,NA,"3115","2020","Agricultural/Food Processing",NA,NA,NA,NA,NA,NA,NA,"250 Lake Dr E","Chanhassen","Carver","MN",NA,"250 Lake Dr E","Chanhassen","CARVER","MN",NA,"44.763663000000001","-93.849622999999994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP_1584777108","NA","BONGARDS' CREAMERIES","250 LAKE DRIVE EAST","250 LAKE DR E","UPDATED","CHANHASSEN","MN","CARVER","55317","GOOD","NA","44.859779919985","-93.527074356089","311513","NA","NA","NA","NA","NA","NA","NA","500","NA","CHANHASSEN_250 LAKE DR E","census.csv","PPP","N","Minnesota","27","19","27019","NA","West_North_Central","07","/MN/MN_IN_WU.xlsx$MN IN SIC Task, /MN/read_me.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"MN","WD",NA,"IN",NA,"BONGARDS CREAMERIES","BONGARDS CREAMERIES","BONGARDS CREAMERIES",NA,"1975-1158",NA,NA,NA,NA,NA,NA,"3115","2020","Agricultural/Food Processing",NA,NA,NA,NA,NA,NA,NA,"110 3rd Avenue Ne","Perham","Otter Tail","MN",NA,"110 3rd Avenue Ne","Perham","OTTER TAIL","MN",NA,"46.593116999999999","-95.568454000000003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P_26412","NA","BONGARDS' CREAMERIES","110 3RD AVENUE NE","110 3RD AVENUE NE","OK","PERHAM","MN","OTTER TAIL","56573","GOOD","(218) 346-4680","46.5929444","-95.5699586","311511","FLUID MILK MANUFACTURING","2022","NA","95","NA","NA","NA","NA","56573 _ (218) 346-4680","PERHAM_110 3RD AVENUE NE","PinPt","Pin, Bus, FRS","N","Minnesota","27","111","27111","NA","West_North_Central","09","/MN/MN_IN_WU.xlsx$MN IN SIC Task, /MN/read_me.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"MN","WD",NA,"IN",NA,"BRADSHAW GRAVEL SUPPLY","CROOKSTON CATTLE PIT CROOKSTON MN","STRATA CORPORATION",NA,"1978-1310",NA,NA,NA,NA,NA,NA,"21232","1440","Sand and Gravel Washing",NA,NA,NA,NA,NA,NA,NA,"23180 County Highway 6","Detroit Lakes","Polk","MN",NA,"23180 County Highway 6","Detroit Lakes","BECKER","MN",NA,"47.724500999999997","-96.297145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D_2636905","NA","Strata Corporation","23180 COUNTY HWY 6","23180 COUNTY HIGHWAY 6","UPDATED","DETROIT LAKES","MN","BECKER","56501","GOOD","(218) 847-7290","46.796986","-95.91939","327320","Ready-Mix Concrete Manufacturing","NA","NA","NA","10","0","0","NA","56501 _ (218) 847-7290","DETROIT LAKES_23180 COUNTY HIGHWAY 6","DBpt","DB","N","Minnesota","27","5","27005","NA","West_North_Central","09","/MN/MN_IN_WU.xlsx$MN IN SIC Task, /MN/read_me.docx, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"MN","WD",NA,"IN",NA,"BRADSHAW GRAVEL SUPPLY","CROOKSTON CATTLE PIT CROOKSTON MN","STRATA CORPORATION",NA,"1978-1310",NA,NA,NA,NA,NA,NA,"21232","1440","Sand and Gravel Washing",NA,NA,NA,NA,NA,NA,NA,NA,"Dilworth","Polk","MN",NA,NA,"Dilworth","CLAY","MN",NA,"47.724500999999997","-96.297145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E_110011116522","MNG490108","STRATA CORP","SEE LOCATION DESCRIPTION","SEE LOCATION DESCRIPTION","CHECK","DILWORTH","MN","CLAY","56529","GOOD","NA","46.879791","-96.696261","NA","ASPHALT PAVING MIXTURES AND BLOCKS","2951","NA","NA","NA","NA","NA","NA","NA","DILWORTH_SEE LOCATION DESCRIPTION","NPDES","FRS, NPDES","N","Minnesota","27","27","27027","NA","West_North_Central","09","/MN/MN_IN_WU.xlsx$MN IN SIC Task, /MN/read_me.docx, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"MN","WD",NA,"IN",NA,"BRONK TOM","BRANNT VALLEY SAND WASHING","PALMER MARK KRAMER LUKE BRANNT VALLEY EXCAVATING",NA,"2013-1027",NA,NA,NA,NA,NA,NA,"21232","1440","Sand and Gravel Washing",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Winona",NA,NA,NA,NA,NA,NA,NA,"44.053100999999998","-91.696151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/MN/MN_IN_WU.xlsx$MN IN SIC Task, /MN/read_me.docx"
"MN","WD",NA,"IN",NA,"BROSSETH KELLY","KELLY","OLIN ALEXANDER",NA,"2009-0478",NA,NA,NA,NA,NA,NA,"21232","1440","Sand and Gravel Washing",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dakota",NA,NA,NA,NA,NA,NA,NA,"44.611460999999998","-93.256257000000005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/MN/MN_IN_WU.xlsx$MN IN SIC Task, /MN/read_me.docx"
"MN","WD",NA,"IN",NA,"BRYAN ROCK PRODUCTS INCORPORATED","BRYAN ROCK PRODUCTS INCORPORATED","BRYAN ROCK PRODUCTS INCORPORATED",NA,"1994-6195",NA,NA,NA,NA,NA,NA,"21232","1440","Sand and Gravel Washing",NA,NA,NA,NA,NA,NA,NA,"13040 Dem Con Dr","Shakopee","Scott","MN",NA,"13040 Dem Con Dr","Shakopee","SCOTT","MN",NA,"44.753276","-93.592853000000005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P_36711","NA","BRYAN ROCK PRODUCTS, INC.","13040 DEM CON DRIVE","13040 DEM CON DR","UPDATED","SHAKOPEE","MN","SCOTT","55379","GOOD","(952) 445-3900","44.7613757","-93.5828878","327991","CUT STONE AND STONE PRODUCT MANUFACTURING","3281","NA","49","NA","NA","NA","NA","55379 _ (952) 445-3900","SHAKOPEE_13040 DEM CON DR","PinPt","Pin, Bus","N","Minnesota","27","139","27139","NA","West_North_Central","07","/MN/MN_IN_WU.xlsx$MN IN SIC Task, /MN/read_me.docx, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"MN","WD",NA,"IN",NA,"BRYAN ROCK PRODUCTS INCORPORATED","BRYAN ROCK PRODUCTS INCORPORATED","BRYAN ROCK PRODUCTS INCORPORATED",NA,"1994-6195",NA,NA,NA,NA,NA,NA,"21232","1440","Sand and Gravel Washing",NA,NA,NA,NA,NA,NA,NA,"13580 Johnson Memorial Dr","Shakopee","Scott","MN",NA,"13580 Johnson Memorial Dr","Shakopee","SCOTT","MN",NA,"44.753276","-93.592853000000005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E_110001442467","MNG490080","BRYAN ROCK PRODUCTS INC","13580 JOHNSON MEMORIAL DR","13580 JOHNSON MEMORIAL DR","OK","SHAKOPEE","MN","SCOTT","55379","GOOD","NA","44.7525","-93.58626","NA","ASPHALT PAVING MIXTURES AND BLOCKS","2951","NA","NA","NA","NA","NA","NA","NA","SHAKOPEE_13580 JOHNSON MEMORIAL DR","FRS","FRS, NPDES","N","Minnesota","27","139","27139","NA","West_North_Central","07","/MN/MN_IN_WU.xlsx$MN IN SIC Task, /MN/read_me.docx, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"MN","WD",NA,"IN",NA,"BRYAN ROCK PRODUCTS INCORPORATED","BRYAN ROCK PRODUCTS INCORPORATED","BRYAN ROCK PRODUCTS INCORPORATED",NA,"2007-0667",NA,NA,NA,NA,NA,NA,"21232","1440","Sand and Gravel Washing",NA,NA,NA,NA,NA,NA,NA,"13040 Dem Con Dr","Shakopee","Washington","MN",NA,"13040 Dem Con Dr","Shakopee","SCOTT","MN",NA,"44.990408000000002","-92.786548999999994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P_36711","NA","BRYAN ROCK PRODUCTS, INC.","13040 DEM CON DRIVE","13040 DEM CON DR","UPDATED","SHAKOPEE","MN","SCOTT","55379","GOOD","(952) 445-3900","44.7613757","-93.5828878","327991","CUT STONE AND STONE PRODUCT MANUFACTURING","3281","NA","49","NA","NA","NA","NA","55379 _ (952) 445-3900","SHAKOPEE_13040 DEM CON DR","PinPt","Pin, Bus","N","Minnesota","27","139","27139","NA","West_North_Central","07","/MN/MN_IN_WU.xlsx$MN IN SIC Task, /MN/read_me.docx, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"MN","WD",NA,"IN",NA,"BRYAN ROCK PRODUCTS INCORPORATED","BRYAN ROCK PRODUCTS INCORPORATED","BRYAN ROCK PRODUCTS INCORPORATED",NA,"2007-0667",NA,NA,NA,NA,NA,NA,"21232","1440","Sand and Gravel Washing",NA,NA,NA,NA,NA,NA,NA,"13580 Johnson Memorial Dr","Shakopee","Washington","MN",NA,"13580 Johnson Memorial Dr","Shakopee","SCOTT","MN",NA,"44.990408000000002","-92.786548999999994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E_110001442467","MNG490080","BRYAN ROCK PRODUCTS INC","13580 JOHNSON MEMORIAL DR","13580 JOHNSON MEMORIAL DR","OK","SHAKOPEE","MN","SCOTT","55379","GOOD","NA","44.7525","-93.58626","NA","ASPHALT PAVING MIXTURES AND BLOCKS","2951","NA","NA","NA","NA","NA","NA","NA","SHAKOPEE_13580 JOHNSON MEMORIAL DR","FRS","FRS, NPDES","N","Minnesota","27","139","27139","NA","West_North_Central","07","/MN/MN_IN_WU.xlsx$MN IN SIC Task, /MN/read_me.docx, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"MN","WD",NA,"IN",NA,"BRYNWOOD PARTNERS","COLD SPRING BREWING COMPANY","COLD SPRING BREWERY COMPANY",NA,"1984-3211",NA,NA,NA,NA,NA,NA,"31212","2082","Agricultural/Food Processing",NA,NA,NA,NA,NA,NA,NA,"115 11th St Ne","Cold Spring","Stearns","MN",NA,"115 11th St Ne","Cold Spring","STEARNS","MN",NA,"45.459569999999999","-94.429743000000002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E_110035428702","NA","COLD SPRING BREWING CO","115 11TH ST NE","115 11TH ST NE","OK","COLD SPRING","MN","STEARNS","56320","GOOD","(320) 685-8686","45.473","-94.41792","NA","MALT BEVERAGES","2082","NA","NA","NA","NA","NA","NA","56320 _ (320) 685-8686","COLD SPRING_115 11TH ST NE","FRS","FRS","N","Minnesota","27","145","27145","NA","West_North_Central","07","/MN/MN_IN_WU.xlsx$MN IN SIC Task, /MN/read_me.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs, USEPA_HIFLD_EIA_PPP_facility_v7.csv"
"MN","WD",NA,"IN",NA,"BRYNWOOD PARTNERS",NA,"COLD SPRING BREWERY COMPANY",NA,"1988-3220",NA,NA,NA,NA,NA,NA,"31212","2082","Agricultural/Food Processing",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stearns",NA,NA,NA,NA,NA,NA,NA,"45.459716999999998","-94.429490999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/MN/MN_IN_WU.xlsx$MN IN SIC Task, /MN/read_me.docx, Industrial_DataSummary_By_LEE.xlsx$WU_Industrial_table_SIC_NAICs"
